연번,인허가관할기관,업소명,업종,업태,업소주소,영업상태
245,인천광역시 강화군,그때그추억,일반음식점,한식,인천광역시 강화군 길상면 온수길33번길 7,정상
246,인천광역시 강화군,그리핀스(Griffin's),일반음식점,호프/통닭,인천광역시 강화군 강화읍 동문안길 8(지하1층),정상
247,인천광역시 강화군,그린파워,일반음식점,한식,인천광역시 강화군 화도면 해안남로 1502,정상
248,인천광역시 강화군,그린홀리데이,일반음식점,,인천광역시 강화군 길상면 해안남로 814,정상
249,인천광역시 강화군,그린홀리데이 키친,일반음식점,기타,인천광역시 강화군 길상면 해안남로 816,정상
250,인천광역시 강화군,그쌈네,일반음식점,한식,인천광역시 강화군 내가면 중앙로 1314-1,정상
251,인천광역시 강화군,글램핑고기대장,일반음식점,한식,인천광역시 강화군 삼산면 삼산북로 399-1,정상
252,인천광역시 강화군,금강호,일반음식점,회집,인천광역시 강화군 길상면 해안남로65번길 35-33(1호),정상
253,인천광역시 강화군,금맥식당,일반음식점,한식,인천광역시 강화군 강화읍 강화대로 430(중앙시장 B동 1층 라-2호),정상
254,인천광역시 강화군,금문도,일반음식점,중국식,인천광역시 강화군 강화읍 중앙로 43(2층 213호),정상
255,인천광역시 강화군,금성반점,일반음식점,중국식,인천광역시 강화군 양도면 강화남로 736(1층),정상
256,인천광역시 강화군,금수레,일반음식점,일식,인천광역시 강화군 강화읍 동문안길 8-1,정상
257,인천광역시 강화군,금탑,일반음식점,한식,인천광역시 강화군 강화읍 강화대로409번길 3-1(2층),정상
258,인천광역시 강화군,기념일,일반음식점,한식,인천광역시 강화군 강화읍 남문안길 19,정상
259,인천광역시 강화군,기독교문화공간 멍때림,일반음식점,기타,인천광역시 강화군 화도면 해안남로 1970-34(1층),정상
260,인천광역시 강화군,기사식당,일반음식점,한식,인천광역시 강화군 내가면 중앙로 1309-4(1층),정상
261,인천광역시 강화군,김가네감자탕,일반음식점,한식,인천광역시 강화군 길상면 마니산로 56(1층),정상
262,인천광역시 강화군,김가포차,일반음식점,한식,인천광역시 강화군 강화읍 강화대로393번길 10(1층 104호),정상
263,인천광역시 강화군,김문교스시,일반음식점,일식,인천광역시 강화군 강화읍 갑룡길 29(1층),정상
264,인천광역시 강화군,김밥천국,일반음식점,한식,인천광역시 강화군 강화읍 강화대로 413,정상
265,인천광역시 강화군,김태연 국민동태탕,일반음식점,기타,인천광역시 강화군 선원면 시리미로42번길 62-36(1층),정상
266,인천광역시 강화군,까미소,일반음식점,탕류(보신용),인천광역시 강화군 강화읍 화성길 42(1층),정상
267,인천광역시 강화군,까사미아썬셋,일반음식점,한식,인천광역시 강화군 삼산면 삼산남로 933(1층),정상
268,인천광역시 강화군,까페 내리몽,일반음식점,경양식,인천광역시 강화군 화도면 해안남로 2890-7(1층),정상
269,인천광역시 강화군,까페인초지,일반음식점,기타,인천광역시 강화군 길상면 해안동로 96-25(1층),정상
270,인천광역시 강화군,꼬리별 베이커리카페,일반음식점,기타,"인천광역시 강화군 길상면 해안남로 138(1,2,3층)",정상
271,인천광역시 강화군,꼬마김밥,일반음식점,한식,인천광역시 강화군 길상면 강화동로 9-1,정상
272,인천광역시 강화군,꼬막한상&유리카페,일반음식점,한식,인천광역시 강화군 길상면 해안남로 334,정상
273,인천광역시 강화군,꼭대기집 약수터,일반음식점,한식,인천광역시 강화군 길상면 장흥로101번길 31-14(1층),정상
274,인천광역시 강화군,꽃게옥,일반음식점,한식,인천광역시 강화군 길상면 해안동로 126-18(1층),정상
275,인천광역시 강화군,꽃게와낙지,일반음식점,한식,인천광역시 강화군 화도면 해안남로2029번길 7,정상
276,인천광역시 강화군,꽃게향,일반음식점,한식,인천광역시 강화군 내가면 중앙로 1260(1층),정상
277,인천광역시 강화군,꽃다방,일반음식점,기타,인천광역시 강화군 강화읍 강화대로403번길 4(2층),정상
278,인천광역시 강화군,꽃동산식당,일반음식점,한식,인천광역시 강화군 삼산면 석포리 511-1,정상
279,인천광역시 강화군,꽃뫼,일반음식점,경양식,인천광역시 강화군 강화읍 갑룡길 10(1층),정상
280,인천광역시 강화군,꽃을 보듯 너를 본다,일반음식점,기타,인천광역시 강화군 강화읍 동문로12번길 11,정상
281,인천광역시 강화군,꿀꿀이 왕십리 곱창,일반음식점,한식,인천광역시 강화군 강화읍 청하동길 21,정상
282,인천광역시 강화군,꿀다방,일반음식점,기타,인천광역시 강화군 선원면 연동로 317(1층),정상
283,인천광역시 강화군,나나,일반음식점,한식,인천광역시 강화군 내가면 황청포구로462번길 23,정상
284,인천광역시 강화군,나누리포차,일반음식점,기타,인천광역시 강화군 강화읍 강화대로430번길 4(1층),정상
285,인천광역시 강화군,나들길식당,일반음식점,한식,인천광역시 강화군 서도면 볼음도길 133(1층),정상
286,인천광역시 강화군,나들식당,일반음식점,분식,인천광역시 강화군 화도면 가능포로 6-2,정상
287,인천광역시 강화군,나라니,일반음식점,기타,인천광역시 강화군 길상면 해안남로 156-14,정상
288,인천광역시 강화군,나랑삼겹살먹을래,일반음식점,한식,인천광역시 강화군 강화읍 강화대로 452,정상
289,인천광역시 강화군,나루터숯불장어,일반음식점,한식,인천광역시 강화군 내가면 황청포구로 489-2(1층),정상
290,인천광역시 강화군,나룻터 꽃게집,일반음식점,일식,인천광역시 강화군 내가면 중앙로 1270,정상
291,인천광역시 강화군,나주식당,일반음식점,한식,인천광역시 강화군 화도면 덕포길 222,정상
292,인천광역시 강화군,낙원식당,일반음식점,한식,인천광역시 강화군 강화읍 청하동길9번길 6-4,정상
293,인천광역시 강화군,낙조회집,일반음식점,일식,인천광역시 강화군 화도면 해안남로 2408,정상
294,인천광역시 강화군,남문바지락칼국수,일반음식점,한식,인천광역시 강화군 강화읍 남문안길 21-1,정상
295,인천광역시 강화군,남문식당,일반음식점,한식,인천광역시 강화군 길상면 전등사로 37-11,정상
296,인천광역시 강화군,남문정육식당,일반음식점,한식,인천광역시 강화군 강화읍 부조고개길 8,정상
297,인천광역시 강화군,남문철판오리구이,일반음식점,식육(숯불구이),인천광역시 강화군 강화읍 남문안길20번길 10,정상
298,인천광역시 강화군,남문한식전문,일반음식점,한식,인천광역시 강화군 강화읍 남문로 62,정상
299,인천광역시 강화군,남북1.8평화센타음식점,일반음식점,한식,인천광역시 강화군 양사면 전망대로 795,정상
300,인천광역시 강화군,남산오리숯불구이,일반음식점,한식,인천광역시 강화군 강화읍 충렬사로 103-10,정상
301,인천광역시 강화군,남산포별해별식,일반음식점,한식,인천광역시 강화군 교동면 교동남로184번길 55,정상
302,인천광역시 강화군,남산행복카페,일반음식점,기타,인천광역시 강화군 강화읍 남문로 19(강화군 행복센터 1층),정상
303,인천광역시 강화군,남양호,일반음식점,회집,인천광역시 강화군 길상면 해안동로 96-18(12호),정상
304,인천광역시 강화군,남양호,일반음식점,회집,인천광역시 강화군 화도면 해안남로2903번길 56(나동 1호 외 1필지),정상
305,인천광역시 강화군,남원댁,일반음식점,한식,인천광역시 강화군 화도면 해안남로 2837(1층),정상
306,인천광역시 강화군,남창식당,일반음식점,한식,인천광역시 강화군 강화읍 남문안길 3,정상
307,인천광역시 강화군,내가거무내식당,일반음식점,한식,인천광역시 강화군 내가면 강화서로 226-1,정상
308,인천광역시 강화군,내가소머리국밥,일반음식점,한식,인천광역시 강화군 양도면 중앙로 1033(외1필지),정상
309,인천광역시 강화군,내가집,일반음식점,한식,인천광역시 강화군 강화읍 강화대로419번길 6,정상
310,인천광역시 강화군,내가차돌박이짬뽕,일반음식점,한식,인천광역시 강화군 내가면 고천리 919,정상
311,인천광역시 강화군,내가통닭집,일반음식점,호프/통닭,인천광역시 강화군 내가면 고천리 912,정상
312,인천광역시 강화군,내리해물,일반음식점,한식,인천광역시 강화군 화도면 해안남로 2667,정상
313,인천광역시 강화군,내리호,일반음식점,회집,인천광역시 강화군 삼산면 어류정길212번길 102,정상
314,인천광역시 강화군,너그우리,일반음식점,기타,"인천광역시 강화군 선원면 선원사지로 155(1,2층)",정상
315,인천광역시 강화군,너와나의 인생술집,일반음식점,한식,인천광역시 강화군 강화읍 강화대로403번길 5-1(2층),정상
316,인천광역시 강화군,네네치킨,일반음식점,호프/통닭,인천광역시 강화군 강화읍 강화대로248번길 24,정상
317,인천광역시 강화군,노을내리는아름다운집,일반음식점,한식,인천광역시 강화군 삼산면 삼산남로 935(1층),정상
318,인천광역시 강화군,노을빛머무는집,일반음식점,한식,인천광역시 강화군 화도면 해안남로 2550,정상
319,인천광역시 강화군,노을빛바다,일반음식점,일식,인천광역시 강화군 화도면 해안남로 2793,정상
320,인천광역시 강화군,노을식당,일반음식점,한식,인천광역시 강화군 교동면 교동남로 108-4,정상
321,인천광역시 강화군,노지식당,일반음식점,한식,인천광역시 강화군 삼산면 삼산북로 282,정상
322,인천광역시 강화군,녹원,일반음식점,한식,인천광역시 강화군 강화읍 강화대로403번길 8,정상
323,인천광역시 강화군,논두렁밭두렁,일반음식점,한식,인천광역시 강화군 삼산면 삼산남로828번길 13,정상
324,인천광역시 강화군,농가의식탁,일반음식점,한식,인천광역시 강화군 선원면 해안동로 1037-8(2층),정상
325,인천광역시 강화군,농부랑 어부랑,일반음식점,한식,인천광역시 강화군 삼산면 어류정길 182(1층),정상
326,인천광역시 강화군,농업회사법인 강화농가(주),일반음식점,한식,인천광역시 강화군 교동면 교동서로340번길 116-19,정상
327,인천광역시 강화군,농장식당,일반음식점,한식,인천광역시 강화군 강화읍 갑룡길 31(1층),정상
